price,rooms,bathroom,lift,terrace,square_meters,real_state,neighborhood,square_meters_price
852,4,1,True,False,75,flat,Sants-Montjuïc,11.36
1250,4,2,True,True,98,flat,Eixample,12.755102040816327
750,2,1,False,False,60,flat,Gràcia,12.5
1000,1,1,True,False,60,flat,Sarria-Sant Gervasi,16.666666666666668
1250,4,2,True,False,121,flat,Eixample,10.330578512396697
900,2,1,True,False,78,flat,Sant Martí,11.538461538461538
1600,3,2,True,True,78,attic,Gràcia,20.512820512820515
1450,4,2,True,False,177,flat,Sant Martí,8.192090395480227
900,2,1,True,False,55,flat,Sant Andreu,16.363636363636363
1350,3,2,True,False,76,flat,Sant Martí,17.763157894736842
1246,1,1,True,False,51,flat,Eixample,24.431372549019606
850,1,1,False,False,45,flat,Ciutat Vella,18.88888888888889
750,3,1,True,False,42,flat,Gràcia,17.857142857142858
1580,3,2,True,True,110,flat,Ciutat Vella,14.363636363636363
1950,4,2,True,True,158,flat,Eixample,12.341772151898734
1350,1,1,True,True,60,attic,Ciutat Vella,22.5
1060,4,2,True,False,90,flat,Sant Andreu,11.77777777777778
1350,3,2,True,False,104,flat,Sarria-Sant Gervasi,12.98076923076923
900,4,1,True,False,80,flat,Eixample,11.25
1600,2,2,True,False,100,flat,Eixample,16.0
625,2,1,True,False,41,flat,Horta- Guinardo,15.24390243902439
2550,2,2,True,False,137,flat,Ciutat Vella,18.613138686131386
925,4,2,True,True,101,flat,Sant Martí,9.15841584158416
2200,2,2,True,True,79,attic,Sant Martí,27.848101265822784
1290,2,1,True,False,70,flat,Les Corts,18.428571428571427
3000,3,2,False,False,150,apartment,Eixample,20.0
780,2,1,False,False,62,flat,Horta- Guinardo,12.580645161290322
1300,5,3,True,False,130,flat,Eixample,10.0
1053,4,2,True,False,95,flat,Sant Martí,11.08421052631579
1250,1,1,False,False,35,apartment,Eixample,35.714285714285715
650,1,1,False,False,55,flat,Ciutat Vella,11.818181818181818
1500,4,2,True,False,150,flat,Eixample,10.0
1190,4,2,True,False,130,flat,Eixample,9.153846153846152
660,2,1,False,False,46,flat,Sant Andreu,14.347826086956522
1585,4,2,True,True,123,flat,Sarria-Sant Gervasi,12.886178861788618
950,4,1,True,False,79,flat,Sant Andreu,12.025316455696204
1850,3,3,True,False,140,flat,Sarria-Sant Gervasi,13.214285714285714
1080,3,1,True,False,72,flat,Sant Martí,15.0
2200,4,2,False,False,90,apartment,Gràcia,24.444444444444443
3468,3,2,False,False,98,apartment,Ciutat Vella,35.38775510204081
1100,1,1,True,False,45,apartment,Les Corts,24.444444444444443
1700,2,2,True,False,73,flat,Sant Martí,23.28767123287671
770,1,1,False,False,55,flat,Sants-Montjuïc,14.0
3300,3,1,True,False,151,flat,Sarria-Sant Gervasi,21.85430463576159
700,2,1,False,False,50,flat,Sants-Montjuïc,14.0
2900,4,1,True,False,138,flat,Sarria-Sant Gervasi,21.014492753623188
3300,4,1,True,False,153,flat,Sarria-Sant Gervasi,21.568627450980397
2300,3,1,True,False,113,flat,Sarria-Sant Gervasi,20.353982300884955
825,2,1,True,False,38,flat,Ciutat Vella,21.710526315789476
1100,2,1,True,True,76,flat,Ciutat Vella,14.473684210526317
1000,2,2,True,True,65,flat,Ciutat Vella,15.384615384615383
850,1,1,True,False,61,flat,Gràcia,13.934426229508198
850,2,1,True,False,53,flat,Ciutat Vella,16.037735849056602
900,3,1,True,False,77,flat,Eixample,11.688311688311687
2000,4,3,True,False,202,flat,Eixample,9.9009900990099
1100,2,2,True,False,92,flat,Ciutat Vella,11.956521739130435
850,3,1,True,False,61,flat,Gràcia,13.934426229508198
2850,3,2,True,False,171,flat,Eixample,16.666666666666668
2500,3,2,True,False,180,apartment,Eixample,13.88888888888889
1500,2,2,True,False,60,apartment,Eixample,25.0
2057,1,1,True,False,74,apartment,Sant Martí,27.7972972972973
1800,3,2,False,False,100,apartment,Ciutat Vella,18.0
1800,1,1,False,False,90,apartment,Gràcia,20.0
3144,2,2,False,False,62,apartment,Eixample,50.70967741935484
1550,3,1,False,False,63,apartment,Sants-Montjuïc,24.603174603174605
1800,1,1,False,False,55,apartment,Sants-Montjuïc,32.72727272727273
2400,2,1,False,False,65,apartment,Ciutat Vella,36.92307692307692
1600,1,1,False,False,48,apartment,Ciutat Vella,33.333333333333336
976,3,1,False,False,80,apartment,Ciutat Vella,12.2
976,3,1,False,False,80,apartment,Ciutat Vella,12.2
2021,2,1,False,False,60,apartment,Eixample,33.68333333333333
1540,2,1,False,False,75,apartment,Eixample,20.53333333333333
4000,4,4,True,False,220,flat,Sarria-Sant Gervasi,18.181818181818183
900,2,2,True,False,60,flat,Ciutat Vella,15.0
890,1,1,True,False,40,study,Sarria-Sant Gervasi,22.25
1500,1,1,True,False,58,apartment,Sant Martí,25.86206896551724
2300,3,2,True,False,90,apartment,Eixample,25.55555555555556
1970,2,2,True,False,73,flat,Sant Martí,26.98630136986301
1210,2,1,True,False,47,flat,Sant Martí,25.74468085106383
1185,2,1,False,False,47,flat,Sant Martí,25.21276595744681
2250,3,2,True,False,100,apartment,Eixample,22.5
1900,2,2,True,False,73,flat,Sant Martí,26.02739726027397
3500,3,3,True,False,205,apartment,Eixample,17.073170731707318
1250,3,1,True,False,75,flat,Les Corts,16.666666666666668
795,2,2,True,True,59,flat,Nou Barris,13.47457627118644
780,3,1,True,False,68,flat,Horta- Guinardo,11.470588235294118
950,3,1,False,True,101,flat,Ciutat Vella,9.405940594059404
895,3,1,False,True,85,flat,Gràcia,10.529411764705882
995,4,2,True,False,90,flat,Sants-Montjuïc,11.055555555555555
780,2,1,False,False,51,flat,Nou Barris,15.294117647058824
2400,3,3,True,False,140,flat,Sarria-Sant Gervasi,17.142857142857142
1170,2,1,True,True,72,flat,Eixample,16.25
2200,2,1,True,False,65,flat,Sarria-Sant Gervasi,33.84615384615385
1300,3,1,True,False,85,flat,Eixample,15.294117647058824
650,0,1,True,False,28,apartment,Ciutat Vella,23.214285714285715
730,1,1,False,False,40,flat,Ciutat Vella,18.25
1750,3,2,True,False,140,flat,Sarria-Sant Gervasi,12.5
1250,2,2,True,False,70,flat,Eixample,17.857142857142858
1000,1,1,True,True,51,flat,Gràcia,19.607843137254903
1220,1,1,True,False,75,apartment,Sarria-Sant Gervasi,16.266666666666666
800,2,1,True,False,60,flat,Gràcia,13.333333333333334
2700,7,3,True,False,250,flat,Eixample,10.8
980,3,1,True,False,67,flat,Eixample,14.626865671641792
1195,1,1,True,False,95,flat,Sant Andreu,12.578947368421051
1050,1,1,True,False,61,apartment,Ciutat Vella,17.21311475409836
1700,4,2,True,True,95,flat,Eixample,17.894736842105264
1800,4,2,True,True,92,flat,Eixample,19.565217391304348
1350,4,2,True,False,120,flat,Eixample,11.25
930,2,1,True,True,70,flat,Sants-Montjuïc,13.285714285714286
995,4,1,True,True,87,flat,Horta- Guinardo,11.436781609195402
1200,2,1,True,True,65,flat,Sarria-Sant Gervasi,18.46153846153846
850,2,1,True,False,47,flat,Ciutat Vella,18.08510638297872
990,2,2,False,False,80,flat,Sarria-Sant Gervasi,12.375
2550,2,2,True,False,123,flat,Ciutat Vella,20.73170731707317
1150,2,1,True,False,60,apartment,Ciutat Vella,19.166666666666668
1200,3,1,True,False,75,apartment,Ciutat Vella,16.0
1300,2,1,False,False,70,flat,Ciutat Vella,18.571428571428573
1350,2,1,True,False,65,flat,Ciutat Vella,20.76923076923077
2000,2,2,True,True,115,flat,Ciutat Vella,17.391304347826086
850,1,1,False,False,40,apartment,Ciutat Vella,21.25
1475,2,2,False,False,121,flat,Ciutat Vella,12.1900826446281
1400,1,1,True,False,33,flat,Ciutat Vella,42.42424242424242
4000,2,2,True,False,115,apartment,Ciutat Vella,34.78260869565217
900,1,1,False,False,36,flat,Ciutat Vella,25.0
950,3,2,False,False,75,flat,Ciutat Vella,12.666666666666666
1300,1,1,False,False,68,flat,Ciutat Vella,19.11764705882353
5250,5,3,True,True,395,attic,Ciutat Vella,13.291139240506327
1250,2,2,True,True,103,flat,Ciutat Vella,12.135922330097088
1100,3,2,True,False,85,flat,Ciutat Vella,12.941176470588236
2000,2,2,True,True,120,flat,Ciutat Vella,16.666666666666668
1100,1,1,True,False,68,flat,Ciutat Vella,16.176470588235293
1100,1,1,True,False,50,flat,Ciutat Vella,22.0
1600,3,2,True,False,122,flat,Ciutat Vella,13.114754098360656
1800,3,2,True,False,85,flat,Ciutat Vella,21.176470588235293
1000,3,1,False,False,70,flat,Ciutat Vella,14.285714285714286
702,2,1,True,False,37,flat,Ciutat Vella,18.97297297297297
3000,4,2,False,True,180,flat,Ciutat Vella,16.666666666666668
1700,2,2,True,False,120,flat,Ciutat Vella,14.166666666666666
1350,5,2,False,False,112,flat,Ciutat Vella,12.053571428571429
1600,3,2,True,False,86,attic,Ciutat Vella,18.6046511627907
1175,3,2,False,False,97,flat,Ciutat Vella,12.11340206185567
1250,2,2,True,False,46,flat,Ciutat Vella,27.17391304347826
2500,3,2,True,False,139,apartment,Ciutat Vella,17.985611510791365
1100,2,1,True,False,46,flat,Ciutat Vella,23.91304347826087
800,3,1,False,False,55,flat,Ciutat Vella,14.545454545454543
1360,2,1,True,True,57,apartment,Ciutat Vella,23.859649122807017
1700,2,2,False,True,151,flat,Ciutat Vella,11.258278145695364
2000,2,2,False,False,121,flat,Ciutat Vella,16.52892561983471
1500,3,2,True,False,89,flat,Ciutat Vella,16.853932584269664
1100,1,1,True,True,40,flat,Ciutat Vella,27.5
690,1,1,False,False,37,flat,Ciutat Vella,18.64864864864865
1500,1,2,False,False,110,flat,Ciutat Vella,13.636363636363637
1690,3,2,False,False,130,apartment,Ciutat Vella,13.0
1100,2,2,True,False,58,flat,Ciutat Vella,18.96551724137931
2200,2,2,True,True,90,flat,Ciutat Vella,24.444444444444443
1290,4,2,True,False,120,apartment,Ciutat Vella,10.75
1350,2,2,True,False,46,flat,Ciutat Vella,29.347826086956523
1290,2,1,False,False,62,flat,Ciutat Vella,20.806451612903224
1900,2,2,True,False,99,flat,Ciutat Vella,19.19191919191919
1400,2,2,True,True,65,flat,Ciutat Vella,21.53846153846154
800,2,1,False,False,50,flat,Ciutat Vella,16.0
1500,2,1,True,True,62,apartment,Ciutat Vella,24.193548387096776
900,2,1,True,False,60,flat,Ciutat Vella,15.0
1050,1,1,False,False,80,flat,Ciutat Vella,13.125
1250,2,2,True,True,67,flat,Ciutat Vella,18.65671641791045
1130,1,1,True,True,47,apartment,Ciutat Vella,24.04255319148936
1000,2,3,True,False,70,apartment,Ciutat Vella,14.285714285714286
1200,1,1,True,False,65,flat,Ciutat Vella,18.46153846153846
1250,2,1,True,True,62,apartment,Ciutat Vella,20.161290322580644
2300,4,3,True,False,147,apartment,Ciutat Vella,15.64625850340136
1350,2,2,False,False,60,flat,Ciutat Vella,22.5
1200,2,2,False,False,70,flat,Ciutat Vella,17.142857142857142
2500,2,2,True,False,122,apartment,Ciutat Vella,20.49180327868853
2700,4,2,True,True,162,apartment,Ciutat Vella,16.666666666666668
1400,3,1,True,False,80,flat,Ciutat Vella,17.5
1500,2,2,True,True,98,flat,Ciutat Vella,15.306122448979592
1350,1,1,False,True,35,flat,Ciutat Vella,38.57142857142857
1250,2,1,False,False,65,flat,Ciutat Vella,19.23076923076923
1100,2,2,True,False,75,apartment,Ciutat Vella,14.666666666666666
1000,1,1,True,True,40,flat,Ciutat Vella,25.0
1250,2,2,True,False,46,flat,Ciutat Vella,27.17391304347826
1000,2,2,True,False,66,apartment,Ciutat Vella,15.151515151515152
1200,4,2,True,False,130,flat,Ciutat Vella,9.23076923076923
1600,3,2,True,False,173,flat,Ciutat Vella,9.248554913294798
5720,3,2,False,False,115,flat,Ciutat Vella,49.73913043478261
1500,2,2,True,True,86,flat,Ciutat Vella,17.441860465116278
1200,2,1,False,False,85,flat,Ciutat Vella,14.117647058823527
2290,4,2,True,True,180,flat,Gràcia,12.72222222222222
1900,3,1,True,True,125,flat,Gràcia,15.2
1300,3,2,True,True,100,flat,Gràcia,13.0
2500,2,2,True,True,72,flat,Gràcia,34.72222222222222
1800,2,1,False,True,100,flat,Gràcia,18.0
3600,3,2,False,False,193,attic,Gràcia,18.65284974093264
1200,2,1,True,False,77,flat,Gràcia,15.584415584415584
1350,1,1,False,True,50,apartment,Gràcia,27.0
1250,2,2,False,False,75,flat,Gràcia,16.666666666666668
1480,2,2,True,False,100,flat,Gràcia,14.8
1300,2,1,True,False,60,apartment,Gràcia,21.666666666666668
1350,2,1,True,False,60,apartment,Gràcia,22.5
1800,3,2,True,False,100,flat,Gràcia,18.0
1900,1,1,False,True,80,flat,Gràcia,23.75
1300,3,1,False,True,85,flat,Gràcia,15.294117647058824
1400,3,2,False,False,125,flat,Gràcia,11.2
1400,2,1,True,False,55,flat,Gràcia,25.454545454545453
1900,1,1,False,True,80,flat,Gràcia,23.75
1500,1,1,False,True,94,flat,Gràcia,15.95744680851064
1800,2,1,True,False,100,flat,Gràcia,18.0
1800,2,1,False,True,65,attic,Gràcia,27.692307692307693
2050,3,2,True,True,177,flat,Gràcia,11.581920903954805
3200,5,3,True,False,208,flat,Gràcia,15.384615384615383
3768,3,2,True,True,117,flat,Gràcia,32.205128205128204
1300,4,1,False,True,85,flat,Gràcia,15.294117647058824
1300,4,1,True,False,107,flat,Les Corts,12.149532710280374
990,2,1,True,False,74,flat,Eixample,13.37837837837838
1200,3,2,True,True,77,flat,Sants-Montjuïc,15.584415584415584
2229,3,2,False,False,80,apartment,Eixample,27.8625
2150,1,1,False,False,35,apartment,Sants-Montjuïc,61.42857142857143
1806,2,2,False,False,80,apartment,Sant Martí,22.575
2155,3,2,False,False,80,apartment,Eixample,26.9375
2317,3,2,False,False,80,apartment,Eixample,28.9625
2008,3,2,False,False,80,apartment,Eixample,25.1
2040,1,1,False,False,45,apartment,Sants-Montjuïc,45.333333333333336
2760,3,2,False,False,80,apartment,Eixample,34.5
950,1,1,True,True,40,attic,Eixample,23.75
900,1,1,True,False,45,flat,Eixample,20.0
850,1,1,True,False,50,flat,Ciutat Vella,17.0
1000,3,2,True,False,88,flat,Eixample,11.363636363636363
950,2,1,True,False,45,flat,Eixample,21.11111111111111
1500,3,2,False,False,92,flat,Sarria-Sant Gervasi,16.304347826086957
1600,3,2,True,True,100,flat,Sarria-Sant Gervasi,16.0
1000,1,2,True,False,50,flat,Eixample,20.0
1200,1,1,True,False,50,flat,Eixample,24.0
1350,3,1,True,True,120,flat,Eixample,11.25
1425,2,2,True,False,88,flat,Les Corts,16.193181818181817
1550,5,2,True,True,146,flat,Les Corts,10.616438356164384
1495,4,2,True,False,123,flat,Les Corts,12.154471544715449
950,2,1,True,False,62,flat,Eixample,15.32258064516129
950,1,1,True,False,50,flat,Eixample,19.0
2300,2,2,False,False,96,flat,Ciutat Vella,23.95833333333333
3200,5,3,True,False,200,flat,Les Corts,16.0
3400,5,3,True,False,200,flat,Les Corts,17.0
3200,4,3,True,True,148,flat,Sarria-Sant Gervasi,21.62162162162162
1500,2,2,True,False,88,flat,Sarria-Sant Gervasi,17.045454545454547
2300,4,2,True,False,158,flat,Sarria-Sant Gervasi,14.556962025316457
1100,2,1,True,False,57,flat,Eixample,19.29824561403509
1100,1,1,True,True,45,attic,Sarria-Sant Gervasi,24.444444444444443
1150,1,1,True,False,40,flat,Sarria-Sant Gervasi,28.75
1060,4,2,True,False,98,flat,Sarria-Sant Gervasi,10.816326530612244
750,1,1,False,False,60,flat,Sants-Montjuïc,12.5
1000,3,1,True,True,71,attic,Horta- Guinardo,14.084507042253522
750,2,1,False,False,52,flat,Sants-Montjuïc,14.423076923076923
1200,2,2,True,False,113,flat,Eixample,10.619469026548671
700,1,1,True,False,50,flat,Ciutat Vella,14.0
1125,2,1,True,True,75,flat,Ciutat Vella,15.0
1300,2,1,True,False,80,flat,Eixample,16.25
970,2,1,True,True,43,flat,Sarria-Sant Gervasi,22.55813953488372
1950,5,3,True,True,170,flat,Sarria-Sant Gervasi,11.470588235294118
1000,3,1,True,True,70,flat,Eixample,14.285714285714286
1850,3,2,True,True,100,flat,Sarria-Sant Gervasi,18.5
1290,3,2,True,False,100,flat,Eixample,12.9
950,1,1,True,False,54,flat,Ciutat Vella,17.59259259259259
1500,2,2,True,False,95,flat,Eixample,15.789473684210526
650,1,1,True,False,25,flat,Eixample,26.0
750,1,1,False,False,22,flat,Ciutat Vella,34.09090909090909
1080,2,1,False,False,75,flat,Sarria-Sant Gervasi,14.4
8482,4,7,True,True,225,flat,Les Corts,37.69777777777778
890,1,1,True,False,54,flat,Sarria-Sant Gervasi,16.48148148148148
3500,2,2,True,True,152,flat,Sarria-Sant Gervasi,23.026315789473685
3219,3,2,True,True,120,flat,Sarria-Sant Gervasi,26.825
3400,3,3,True,True,220,flat,Sarria-Sant Gervasi,15.454545454545457
1200,2,2,False,False,98,flat,Ciutat Vella,12.244897959183673
1626,3,2,True,True,81,flat,Eixample,20.074074074074076
750,1,1,False,False,40,flat,Ciutat Vella,18.75
3500,4,4,True,True,188,flat,Sarria-Sant Gervasi,18.617021276595743
1200,2,1,False,False,50,flat,Sants-Montjuïc,24.0
2200,2,2,True,True,89,flat,Ciutat Vella,24.719101123595507
1700,3,1,True,True,130,flat,Ciutat Vella,13.076923076923077
1450,4,2,True,False,84,flat,Les Corts,17.261904761904763
1200,3,1,True,False,75,flat,Ciutat Vella,16.0
3500,2,2,True,True,113,flat,Eixample,30.97345132743363
1350,4,2,True,True,112,flat,Les Corts,12.053571428571429
1400,3,2,True,False,106,flat,Eixample,13.20754716981132
2000,5,3,True,True,167,flat,Sarria-Sant Gervasi,11.976047904191615
1724,3,2,True,True,78,flat,Eixample,22.102564102564106
1150,3,2,True,False,88,flat,Sarria-Sant Gervasi,13.068181818181818
5000,4,3,True,True,220,flat,Sarria-Sant Gervasi,22.727272727272727
935,3,2,False,False,82,flat,Horta- Guinardo,11.402439024390244
3600,5,4,True,True,185,flat,Les Corts,19.45945945945946
3400,5,4,True,True,220,flat,Sarria-Sant Gervasi,15.454545454545457
2500,3,2,True,True,145,flat,Sarria-Sant Gervasi,17.24137931034483
2000,3,2,True,True,110,flat,Eixample,18.181818181818183
1590,3,2,True,False,110,flat,Eixample,14.454545454545457
5200,3,2,True,True,150,flat,Ciutat Vella,34.666666666666664
1000,3,1,False,False,63,flat,Gràcia,15.873015873015872
1900,2,2,True,True,92,flat,Gràcia,20.65217391304348
3800,2,2,True,True,100,flat,Ciutat Vella,38.0
1600,4,2,True,True,137,flat,Sarria-Sant Gervasi,11.67883211678832
1650,3,2,True,True,138,flat,Eixample,11.956521739130435
2500,3,2,True,True,136,flat,Sarria-Sant Gervasi,18.38235294117647
1450,2,1,True,False,90,flat,Eixample,16.11111111111111
2700,5,3,True,True,227,flat,Sarria-Sant Gervasi,11.894273127753303
900,3,1,True,False,82,flat,Gràcia,10.975609756097562
6800,5,5,True,True,325,flat,Sarria-Sant Gervasi,20.923076923076923
1950,2,1,True,True,100,flat,Sant Martí,19.5
1150,1,2,True,False,100,flat,Ciutat Vella,11.5
1050,3,1,True,False,81,flat,Eixample,12.962962962962964
6000,3,3,True,True,250,flat,Sant Martí,24.0
3000,4,3,True,True,193,attic,Eixample,15.544041450777202
3600,3,5,True,False,280,flat,Les Corts,12.857142857142858
1150,1,1,True,True,45,flat,Ciutat Vella,25.55555555555556
3300,4,3,True,False,174,flat,Sarria-Sant Gervasi,18.96551724137931
1750,4,2,True,True,100,flat,Sant Martí,17.5
2200,3,2,True,False,110,flat,Eixample,20.0
2200,4,2,True,True,175,flat,Eixample,12.571428571428571
975,1,1,True,False,51,flat,Ciutat Vella,19.11764705882353
2200,3,2,True,False,112,flat,Eixample,19.642857142857142
1300,1,1,True,False,99,flat,Ciutat Vella,13.131313131313131
4900,5,5,True,True,257,flat,Sarria-Sant Gervasi,19.06614785992218
1200,1,1,False,False,60,flat,Ciutat Vella,20.0
2250,2,2,True,True,75,flat,Eixample,30.0
8000,4,4,True,False,226,flat,Eixample,35.39823008849557
3500,3,2,True,True,150,flat,Eixample,23.33333333333333
1975,5,3,True,False,140,flat,Sarria-Sant Gervasi,14.107142857142858
1250,2,2,False,False,82,flat,Ciutat Vella,15.24390243902439
1600,1,1,True,False,82,flat,Eixample,19.51219512195122
8500,3,3,True,False,220,flat,Eixample,38.63636363636363
1750,3,2,True,False,130,flat,Gràcia,13.461538461538462
1949,1,1,True,True,58,flat,Gràcia,33.60344827586207
2000,2,2,True,True,115,apartment,Ciutat Vella,17.391304347826086
1385,2,1,False,False,55,flat,Sant Martí,25.181818181818183
1050,2,1,False,True,55,flat,Gràcia,19.09090909090909
2150,4,2,True,False,158,flat,Sant Martí,13.60759493670886
1200,2,1,True,True,61,apartment,Ciutat Vella,19.672131147540984
1360,2,1,True,False,55,flat,Sant Martí,24.727272727272727
800,1,1,True,False,52,flat,Ciutat Vella,15.384615384615383
1700,2,2,True,True,120,apartment,Ciutat Vella,14.166666666666666
4900,4,3,True,False,170,apartment,Sarria-Sant Gervasi,28.823529411764707
2900,4,3,True,False,247,apartment,Sarria-Sant Gervasi,11.740890688259109
1300,2,1,True,False,60,apartment,Ciutat Vella,21.666666666666668
1700,2,1,True,True,95,apartment,Ciutat Vella,17.894736842105264
2000,3,2,True,False,92,flat,Sant Martí,21.73913043478261
1450,2,2,False,False,80,attic,Sarria-Sant Gervasi,18.125
3833,3,2,True,True,135,flat,Les Corts,28.392592592592592
2400,3,3,True,False,148,flat,Sarria-Sant Gervasi,16.216216216216218
3200,4,3,True,True,155,attic,Sarria-Sant Gervasi,20.64516129032258
3850,5,3,True,False,260,flat,Sarria-Sant Gervasi,14.807692307692308
9075,4,5,True,True,215,attic,Sarria-Sant Gervasi,42.2093023255814
7000,5,5,True,True,400,flat,Sarria-Sant Gervasi,17.5
2900,4,2,True,True,150,flat,Sarria-Sant Gervasi,19.33333333333333
3000,3,2,True,True,165,flat,Sarria-Sant Gervasi,18.181818181818183
5300,4,5,False,True,260,flat,Sarria-Sant Gervasi,20.384615384615383
3000,3,2,True,False,160,flat,Sarria-Sant Gervasi,18.75
4700,4,3,True,True,224,flat,Sarria-Sant Gervasi,20.982142857142858
920,3,1,True,False,76,flat,Sant Martí,12.105263157894736
895,1,1,True,False,55,flat,Eixample,16.272727272727273
750,3,1,True,False,67,flat,Sant Andreu,11.194029850746269
1050,3,1,True,False,75,flat,Sarria-Sant Gervasi,14.0
800,3,1,False,False,65,flat,Sant Martí,12.307692307692308
1000,3,1,True,False,80,flat,Eixample,12.5
1085,3,2,True,False,83,flat,Les Corts,13.072289156626503
850,3,1,True,False,58,flat,Sants-Montjuïc,14.655172413793103
995,1,1,True,False,50,flat,Sarria-Sant Gervasi,19.9
995,1,1,False,True,42,attic,Gràcia,23.69047619047619
800,1,1,True,False,50,flat,Sarria-Sant Gervasi,16.0
3200,4,3,True,True,120,attic,Sarria-Sant Gervasi,26.666666666666668
2800,4,3,True,False,200,flat,Les Corts,14.0
2900,3,2,True,False,178,flat,Sarria-Sant Gervasi,16.292134831460675
1675,4,3,True,False,137,flat,Sarria-Sant Gervasi,12.226277372262771
1700,2,2,True,False,85,flat,Eixample,20.0
1900,4,2,True,True,148,flat,Les Corts,12.83783783783784
2580,3,2,True,False,154,flat,Eixample,16.753246753246753
2000,3,3,True,False,150,flat,Les Corts,13.333333333333334
1350,3,2,True,False,124,flat,Eixample,10.887096774193548
850,1,1,True,False,40,flat,Sarria-Sant Gervasi,21.25
1100,2,1,True,False,56,flat,Ciutat Vella,19.642857142857142
690,1,1,False,False,36,flat,Ciutat Vella,19.166666666666668
700,2,1,False,False,67,flat,Ciutat Vella,10.447761194029852
710,2,1,True,False,33,flat,Ciutat Vella,21.51515151515152
720,2,1,False,False,45,flat,Sants-Montjuïc,16.0
1130,3,2,True,False,89,flat,Eixample,12.696629213483146
1150,2,1,False,True,50,attic,Sarria-Sant Gervasi,23.0
1195,3,1,True,False,74,flat,Eixample,16.14864864864865
840,2,1,True,False,55,flat,Sants-Montjuïc,15.272727272727272
760,2,1,False,False,67,flat,Sants-Montjuïc,11.343283582089551
1400,1,1,True,True,60,flat,Sant Martí,23.33333333333333
1150,2,2,True,False,83,flat,Sant Martí,13.855421686746988
1700,3,2,True,False,118,flat,Sant Martí,14.40677966101695
1360,2,1,True,False,55,flat,Sant Martí,24.727272727272727
1650,2,2,True,True,93,flat,Sant Martí,17.741935483870968
1175,3,1,True,True,61,flat,Sant Martí,19.262295081967213
1210,2,1,True,False,55,flat,Sant Martí,22.0
1150,2,2,True,False,60,flat,Sant Martí,19.166666666666668
2000,4,3,True,False,154,flat,Sant Martí,12.987012987012989
1500,3,2,True,False,104,attic,Sant Martí,14.423076923076923
1800,1,1,True,True,60,attic,Sant Martí,30.0
10000,3,3,True,True,185,attic,Sant Martí,54.054054054054056
6000,3,2,True,True,240,flat,Sant Martí,25.0
2400,3,2,True,True,120,flat,Sant Martí,20.0
1500,3,2,True,True,66,flat,Sant Martí,22.727272727272727
2600,3,2,True,True,121,flat,Sant Martí,21.487603305785125
1250,2,1,False,False,73,flat,Sant Martí,17.123287671232877
1800,2,1,True,False,89,apartment,Sant Martí,20.2247191011236
3900,3,2,True,True,135,apartment,Sant Martí,28.88888888888889
1500,2,1,True,True,70,flat,Sant Martí,21.428571428571427
1190,2,1,True,False,64,flat,Ciutat Vella,18.59375
1050,2,1,True,False,45,apartment,Ciutat Vella,23.33333333333333
